id,English,Russian,French,German,Spanish,Italian,Portuguese,ChineseSimplified,Turkish,Japanese,Korean,Arabic
resource_Sport_04_name,Boxing Gloves,Боксерские Перчатки,Gants de boxe,Boxhandschuhe,Guantes de boxeo,Guantoni da box,Luvas de boxe,拳击手套,Boks Eldivenleri,ボクシンググローブ,복싱 글러브,قفازات ملاكمة
resource_Sport_05_name,Kimono,Кимоно,Kimono,Kimono,Kimono,Kimono,Kimono,和服,Kimono,着物,기모노,كيمونو
resource_Sport_06_name,Fighting Helmet,Бойцовский Шлем,Casque de combat,Kampfhelm,Casco de lucha,Casco da combattimento,Capacete de luta,格斗头盔,Dövüş Kaskı,ファイティングヘルメット,격투기 헬멧,خوذة قتال
resource_Sport_07_name,PingPong Racket,Ракетка для Пинг Понга,Raquette de ping-pong,Tischtennisschläger,Raqueta de tenis de mesa,Racchetta da Ping Pong,Raquete de pingue-pongue,乒乓球拍,Masa Tenisi Raketi,卓球ラケット,탁구채,مضرب كرة الطاولة
resource_Sport_08_name,Tennis Racket,Теннисная Ракетка,Raquette de tennis,Tennisschläger,Raqueta de tenis,Racchetta da Tennis,Raquete de tênis,网球拍,Tenis Raketi,テニスラケット,테니스 라켓,مضرب التنس
resource_Sport_09_name,Pelota,Пелота,Pelote,Pelota,Pelota,Pelota,Bola,回力球,Pelota,ペロタ,펠로타,بيلوتا
resource_Sport_10_name,Ball,Мяч,Ballon,Ball,Bola,Palla,Bola,球,top,玉,공,كرة
resource_Sport_11_name,Hulahoop,Обруч,Hulahoop,Hula-Hoop,Hula hoop,Hulahoop,Bambolê,呼啦圈,Hulahoop,フラフープ,훌라후프,هولا هوب
resource_Sport_12_name,Juggling,Булавы,Jonglerie,Jonglieren,malabares,Giocoleria,juggling,戏法,jonglörlük,ジャグリング,저글링,شعوذة
resource_Equip_01_name,Repair,Гаечный Ключ,Réparer,Reparieren,Reparar,Ripara,Reparo,修理,Tamir,修復,수리,إصلاح
resource_Expand_01_name,Bricks,Кирпичи,Briques,Ziegel,Ladrillos,Mattoni,Tijolos,砖块,Tuğla,レンガ,벽돌,طوب
resource_Expand_02_name,Сement,Бетон,Ciment,Zement,Cemento,Cemento,Cimento,水泥,Çimento,セメント,시멘트,اسمنت
resource_Expand_03_name,Ruler,Рулетка,Règle,Lineal,Regla,Riga,Régua,卷尺,Cetvel,定規,줄자,مسطرة
resource_Expand_04_name,Drill,Дрель,Drill,Bohrer,Taladro,Trapano,Furadeira,电钻,Matkap,ドリル,드릴,مثقب
resource_Storage_01_name,Saw,Пила,Scie,Säge,Sierra,Sega,Serra,锯子,Testere,ノコギリ,톱,منشار
resource_Storage_02_name,Helmet,Каска,Casque,Helm,Casco,Casco,Capacete,安全帽,Kask,ヘルメット,헬멧,خوذة
resource_Storage_03_name,Paint,Краска,Encre,Farbe,Pintura,Inchiostro,Pintura,油漆,Boya,ペンキ,페인트,دهان
resource_Storage_04_name,Hammer,Молоток,Marteau,Hammer,Martillo,Martello,Martelo,锤子,Çekiç,ハンマー,망치,مطرقة
platinum,Platinum,Платина,Platine,Platin,Platino,Platino,Platina,白金,Platin,プラチナ,플래티넘,بلاتينوم
resource_Sport_01_description,Is used to train Marathon Cyclist,Используется для тренировки Марафонцев,est utilisé pour entraîner le marathonien du cyclisme,Wird zum Trainieren von Marathonfahrern verwendet,Sirve para entrenar a ciclistas de maratón,Usato per allenare il Ciclista maratoneta,É usado para treinar o Ciclista maratonista,用于训练马拉松自行车手,Maraton Bisikletçi yetiştirmede kullanılır,マラソンサイクリストを訓練するのに使用されます,은(는) 마라톤 사이클리스트를 훈련시킬 때 사용합니다.,تستخدم لتدريب دراج الماراثونات
resource_Sport_02_description,Is used to train Sprinter,Используется для тренировки Спринтеров,est utilisé pour entraîner le sprinter,Wird zum Trainieren von Sprintern verwendet,Sirve para entrenar a velocistas,Usato per allenare il Velocista,É usado para treinar,用于训练短途自行车手,Koşucu yetiştirmede kullanılır,短距離走者を訓練するのに使用されます,은(는) 마라톤 달리기 선수를 훈련시킬 때 사용합니다.,تستخدم لتدريب بطل الجري
resource_Sport_03_description,Is used to train Downhill Rider,Используется для тренировки Экстрималов,est utilisé pour entraîner le coureur de descente,Wird zum Trainieren von Mountainbiker verwendet,Sirve para entrenar a ciclistas de descenso,Usato per allenare il Discesista,É usado para treinar,用于训练速降自行车手,Motokrosçu yetiştirmede kullanılır,ダウンヒルライダーを訓練するのに使用されます,은(는) 다운힐 라이더를 훈련시킬 때 사용합니다.,تستخدم لتدريب متسابق المنحدرات
resource_Sport_04_description,Is used to train Boxer,Используется для тренировки Боксеров,est utilisé pour entraîner les boxeurs,Wird zum Trainieren von Boxern verwendet,Sirve para entrenar a boxeadores,Usato per allenare i Pugili,É usado para treinar boxeadores,用于训练拳击手,Boksör yetiştirmede kullanıllır,ボクサーを訓練するために使用されます,은(는) 권투선수를 훈련시킬 때 사용합니다.,تستخدم لتدريب الملاكمين
resource_Sport_05_description,Is used to train Karate Master,Используется для тренировки Каратистов,est utilisé pour entraîner le maître de karaté,Wird zum Trainieren von Karatemeistern verwendet,Sirve para entrenar a maestros de kárate,Usato per allenare il Karateka,É usado para treinar o Mestre de Karatê,用于训练空手道大师,Karate Ustası yetiştirmede kullanılır,空手マスターを訓練するのに使用されます,은(는) 가라데 마스터를 훈련시킬 때 사용합니다.,تستخدم لتدريب أبطال الكاراتيه
resource_Sport_06_description,Is used to train Taekwondo Fighter,Используется для тренировки Таеквондистов,est utilisé pour entraîner le combattant de taekwondo,Wird zum Trainieren von Taekwondo-Kämpfern verwendet,Sirve para entrenar a luchadores de taekwondo,Usato per allenare il Lottatore di Taekwondo,É usado para treinar o Lutador de Taekwondo,用于训练跆拳道选手,Tekvandocu yetiştirmede kullanılır,テコンドー選手を訓練するために使用されます,은(는) 태권도 격투가를 훈련시킬 때 사용합니다.,تستخدم لتدريب مقاتل التايكوندو
resource_Sport_07_description,Is used to train Ping Pong Player,Используется для тренировки игроков в Пинг Понг,est utilisé pour entraîner le joueur de tennis de table,Wird zum Trainieren von Tischtennisspielern verwendet,Sirve para entrenar a jugadores de tenis de mesa,Usato per allenare il Giocatore di Ping Pong,É usado para treinar o Jogador de pingue-pongue,用于训练乒乓球员,Masa Tenisi Oyuncusu yetiştirmede kullanılır,卓球選手を訓練するために使用されます,은(는) 탁구 선수를 훈련시킬 때 사용합니다.,تستخدم لتدريب لاعب تنس الطاولة
resource_Sport_08_description,Is used to train Tennis Player,Используется для тренировки Теннисистов,est utilisé pour entraîner le joueur de tennis,Wird zum Trainieren von Tennisspielern verwendet,Sirve para entrenar a jugadores de tenis,Usato per allenare il Tennista,É usado para treinar o Jogador de tênis,用于训练网球球员,Tenis Oyuncusu yetiştirmede kullanılır,テニス選手を訓練するために使用されます,은(는) 테니스 선수를 훈련시킬 때 사용합니다.,تستخدم لتدريب لاعب التنس
resource_Sport_09_description,Is used to train Pelota Player,Используется для тренировки игроков в Пелоту,est utilisé pour entraîner le joueur de pelte,Wird zum Trainieren von Pelotaspielern verwendet,Sirve para entrenar a jugadores de pelota,Usato per allenare il Giocatore di pelota,É usado para treinar,用于训练回力球球员,Pelota Oyuncusu yetiştirmede kullanılır,ペロタの選手を訓練するために使用されます,은(는) 펠로타 선수를 훈련시킬 때 사용합니다.,تستخدم لتدريب لاعب البيلوتا
resource_Sport_10_description,Is used to train Gymnast Player,Используется для тренировки Гимнастов,Il est utilisé pour former Gymnaste joueur,"Wird verwendet, Gymnast Spieler zu trainieren",Se utiliza para entrenar Gimnasta jugador,È usato per addestrare Ginnasta Player,É usado para treinar Ginasta Jogador,用于训练体操运动员播放器,Jimnastikçi Player eğitmek için kullanılır,体操選手を訓練するために使用されます,체조 선수를 양성하는 데 사용됩니다,يستخدم لتدريب الجمباز لاعب
resource_Sport_11_description,Is used to train Gymnast Player,Используется для тренировки Гимнастов,Il est utilisé pour former Gymnaste joueur,"Wird verwendet, Gymnast Spieler zu trainieren",Se utiliza para entrenar Gimnasta jugador,È usato per addestrare Ginnasta Player,É usado para treinar Ginasta Jogador,用于训练体操运动员播放器,Jimnastikçi Player eğitmek için kullanılır,体操選手を訓練するために使用されます,체조 선수를 양성하는 데 사용됩니다,يستخدم لتدريب الجمباز لاعب
resource_Sport_12_description,Is used to train Gymnast Player,Используется для тренировки Гимнастов,Il est utilisé pour former Gymnaste joueur,"Wird verwendet, Gymnast Spieler zu trainieren",Se utiliza para entrenar Gimnasta jugador,È usato per addestrare Ginnasta Player,É usado para treinar Ginasta Jogador,用于训练体操运动员播放器,Jimnastikçi Player eğitmek için kullanılır,体操選手を訓練するために使用されます,체조 선수를 양성하는 데 사용됩니다,يستخدم لتدريب الجمباز لاعب
